lemma	gender	article	opposite_gender_word	source	notes
chalchihuite	m	el		doozan/es-en.data	wiktionary-gender
chalchiteco	m	el	chalchiteca	doozan/es-en.data	meta-f=+
chalcona	f	la		doozan/es-en.data	wiktionary-gender
chalcuán	m	el		doozan/es-en.data	wiktionary-gender
chalecito	m	el		doozan/es-en.data	wiktionary-gender
chaleco	m	el		doozan/es-en.data	wiktionary-gender
chalequero	m	el	chalequera	doozan/es-en.data	meta-f=+
chalequillo	m	el		doozan/es-en.data	wiktionary-gender
chalet	m	el		doozan/es-en.data	wiktionary-gender
chalina	f	la		doozan/es-en.data	wiktionary-gender
challanco	m	el		doozan/es-en.data	wiktionary-gender
chalota	f	la		doozan/es-en.data	wiktionary-gender
chalote	m	el		doozan/es-en.data	wiktionary-gender
chalukya	mf	el/la		doozan/es-en.data	wiktionary-gender
chalupa	f	la		doozan/es-en.data	wiktionary-gender
chalupero	m	el	chalupera	doozan/es-en.data	meta-f=+
chalán	m	el		doozan/es-en.data	meta-f=+
chalé	m	el		doozan/es-en.data	wiktionary-gender
chama	m	el		doozan/es-en.data	wiktionary-gender
chamaco	m	el	chamaca	doozan/es-en.data	meta-f=+
chamamecero	m	el		doozan/es-en.data	wiktionary-gender
chamamé	m	el		doozan/es-en.data	wiktionary-gender
chamanismo	m	el		doozan/es-en.data	wiktionary-gender
chamantero	m	el	chamantera	doozan/es-en.data	meta-f=+
chamanto	m	el		doozan/es-en.data	wiktionary-gender
chamaquito	m	el		doozan/es-en.data	wiktionary-gender
chamarilero	m	el	chamarilera	doozan/es-en.data	meta-f=+
chamarilería	f	la		doozan/es-en.data	wiktionary-gender
chamarra	f	la		doozan/es-en.data	wiktionary-gender
chamarreada	f	la		doozan/es-en.data	wiktionary-gender
chamba	f	la		doozan/es-en.data	wiktionary-gender
chambao	m	el		doozan/es-en.data	wiktionary-gender
chambarete	m	el		doozan/es-en.data	wiktionary-gender
chambel	m	el		doozan/es-en.data	wiktionary-gender
chambelán	m	el		doozan/es-en.data	wiktionary-gender
chambergo	m	el		doozan/es-en.data	wiktionary-gender
chambonada	f	la		doozan/es-en.data	wiktionary-gender
chambra	f	la		doozan/es-en.data	wiktionary-gender
chambrana	f	la		doozan/es-en.data	wiktionary-gender
chambre	m	el		doozan/es-en.data	wiktionary-gender
chambreador	m	el		doozan/es-en.data	meta-f=+
chambrista	mf	el/la		doozan/es-en.data	wiktionary-gender
chambrita	f	la		doozan/es-en.data	wiktionary-gender
chambroso	m	el	chambrosa	doozan/es-en.data	meta-f=+
chamcua	f	la		doozan/es-en.data	wiktionary-gender
chamico	m	el		doozan/es-en.data	wiktionary-gender
chamita	f	la		doozan/es-en.data	wiktionary-gender
chamito	m	el		doozan/es-en.data	wiktionary-gender
chamizo	m	el		doozan/es-en.data	wiktionary-gender
chamo	m	el	chama	doozan/es-en.data	meta-f=+
chamorro	m	el		doozan/es-en.data	wiktionary-gender
chamota	f	la		doozan/es-en.data	wiktionary-gender
chamoy	m	el		doozan/es-en.data	wiktionary-gender
chamoyada	f	la		doozan/es-en.data	wiktionary-gender
champa	f	la		doozan/es-en.data	wiktionary-gender
champaca	f	la		doozan/es-en.data	wiktionary-gender
champagne	m	el		doozan/es-en.data	wiktionary-gender
champaña	m	el		doozan/es-en.data	wiktionary-gender
champañero	m	el		doozan/es-en.data	wiktionary-gender
champero	m	el	champera	doozan/es-en.data	meta-f=+
champerío	m	el		doozan/es-en.data	wiktionary-gender
champes	m	el		doozan/es-en.data	wiktionary-gender
champeta	f	la		doozan/es-en.data	wiktionary-gender
champi	m	el		doozan/es-en.data	wiktionary-gender
champigñón	m	el		doozan/es-en.data	wiktionary-gender
champiñón	m	el		doozan/es-en.data	wiktionary-gender
champión	m	el		doozan/es-en.data	wiktionary-gender
champurrado	m	el		doozan/es-en.data	wiktionary-gender
champán	m	el		doozan/es-en.data	wiktionary-gender
champú	m	el		doozan/es-en.data	wiktionary-gender
chamuco	m	el		doozan/es-en.data	wiktionary-gender
chamullo	m	el		doozan/es-en.data	wiktionary-gender
chamusquina	f	la		doozan/es-en.data	wiktionary-gender
chamuyero	m	el		doozan/es-en.data	wiktionary-gender
chamuyo	m	el		doozan/es-en.data	wiktionary-gender
chamuz	m	el		doozan/es-en.data	wiktionary-gender
chamán	m	el		doozan/es-en.data	meta-f=+
chan	m	el		doozan/es-en.data	wiktionary-gender
chana	f	la		doozan/es-en.data	wiktionary-gender
chanada	f	la		doozan/es-en.data	wiktionary-gender
chanaes	m	el		doozan/es-en.data	wiktionary-gender
chanante	mf	el/la		doozan/es-en.data	wiktionary-gender
chanate	m	el		doozan/es-en.data	wiktionary-gender
chanca	f	la		doozan/es-en.data	wiktionary-gender
chancaca	f	la		doozan/es-en.data	wiktionary-gender
chancado	m	el		doozan/es-en.data	wiktionary-gender
chancadora	f	la		doozan/es-en.data	wiktionary-gender
chancapiedra	f	la		doozan/es-en.data	wiktionary-gender
chancay	m	el		doozan/es-en.data	wiktionary-gender
chance	m	el		doozan/es-en.data	wiktionary-gender
chancero	m	el	chancera	doozan/es-en.data	meta-f=+
chancha	f	la		doozan/es-en.data	wiktionary-gender
chanchau	m	el		doozan/es-en.data	wiktionary-gender
chanchita	f	la		doozan/es-en.data	wiktionary-gender
chanchito	m	el		doozan/es-en.data	wiktionary-gender
chancho	m	el	chancha	doozan/es-en.data	meta-f=+
chanchona	f	la		doozan/es-en.data	wiktionary-gender
chanchullo	m	el		doozan/es-en.data	wiktionary-gender
chanciller	m	el		doozan/es-en.data	wiktionary-gender
chancillería	f	la		doozan/es-en.data	wiktionary-gender
chancla	f	la		doozan/es-en.data	wiktionary-gender
chancleta	f	la		doozan/es-en.data	wiktionary-gender
chancletazo	m	el		doozan/es-en.data	wiktionary-gender
chanclo	m	el		doozan/es-en.data	wiktionary-gender
chanco	m	el		doozan/es-en.data	wiktionary-gender
chancro	m	el		doozan/es-en.data	wiktionary-gender
chancroide	m	el		doozan/es-en.data	wiktionary-gender
chancuco	m	el		doozan/es-en.data	wiktionary-gender
chancón	m	el		doozan/es-en.data	meta-f=+
chandal	m	el		doozan/es-en.data	wiktionary-gender
chandela	mf	el/la		doozan/es-en.data	wiktionary-gender
chandelieres	m	el		doozan/es-en.data	wiktionary-gender
chandoso	m	el	chandosa	doozan/es-en.data	meta-f=+
chaneque	m	el		doozan/es-en.data	wiktionary-gender
chanfaina	f	la		doozan/es-en.data	wiktionary-gender
changa	f	la		doozan/es-en.data	wiktionary-gender
changana	m	el		doozan/es-en.data	wiktionary-gender
changarrito	m	el		doozan/es-en.data	wiktionary-gender
changarro	m	el		doozan/es-en.data	wiktionary-gender
changarín	m	el		doozan/es-en.data	wiktionary-gender
chango	m	el		doozan/es-en.data	wiktionary-gender
changoneta	f	la		doozan/es-en.data	wiktionary-gender
changue	m	el		doozan/es-en.data	wiktionary-gender
changuito	m	el		doozan/es-en.data	wiktionary-gender
changunga	f	la		doozan/es-en.data	wiktionary-gender
changurro	m	el		doozan/es-en.data	wiktionary-gender
changüí	m	el		doozan/es-en.data	wiktionary-gender
chanque	m	el		doozan/es-en.data	wiktionary-gender
chanquete	m	el		doozan/es-en.data	wiktionary-gender
chanson	m	el		doozan/es-en.data	wiktionary-gender
chanta	m	el		doozan/es-en.data	wiktionary-gender
chantage	m	el		doozan/es-en.data	wiktionary-gender
chantaje	m	el		doozan/es-en.data	wiktionary-gender
chantajeador	m	el		doozan/es-en.data	meta-f=+
chantajista	mf	el/la		doozan/es-en.data	wiktionary-gender
chantarela	f	la		doozan/es-en.data	wiktionary-gender
chante	m	el		doozan/es-en.data	wiktionary-gender
chanti	m	el		doozan/es-en.data	wiktionary-gender
chantillí	m	el		doozan/es-en.data	wiktionary-gender
chantre	mf	el/la		doozan/es-en.data	wiktionary-gender
chanza	f	la		doozan/es-en.data	wiktionary-gender
chanzoneta	f	la		doozan/es-en.data	wiktionary-gender
chaná	m	el		doozan/es-en.data	wiktionary-gender
chané	mf	el/la		doozan/es-en.data	wiktionary-gender
chapa	f	la		doozan/es-en.data	wiktionary-gender
chapaleta	f	la		doozan/es-en.data	wiktionary-gender
chapandongo	m	el		doozan/es-en.data	wiktionary-gender
chapapote	m	el		doozan/es-en.data	wiktionary-gender
chaparra	f	la		doozan/es-en.data	wiktionary-gender
chaparral	m	el		doozan/es-en.data	wiktionary-gender
chaparreras	f	la		doozan/es-en.data	wiktionary-gender
chaparrito	m	el		doozan/es-en.data	wiktionary-gender
chaparro	m	el	chaparra	doozan/es-en.data	meta-f=+
chaparrón	m	el		doozan/es-en.data	wiktionary-gender
chapas	f	la		doozan/es-en.data	wiktionary-gender
chapata	f	la		doozan/es-en.data	wiktionary-gender
chape	m	el		doozan/es-en.data	wiktionary-gender
chapela	f	la		doozan/es-en.data	wiktionary-gender
chapeo	m	el		doozan/es-en.data	wiktionary-gender
chaperno	m	el		doozan/es-en.data	wiktionary-gender
chapero	m	el		doozan/es-en.data	wiktionary-gender
chaperona	f	la		doozan/es-en.data	wiktionary-gender
chaperonina	f	la		doozan/es-en.data	wiktionary-gender
chaperón	m	el		doozan/es-en.data	wiktionary-gender
chapeta	f	la		doozan/es-en.data	wiktionary-gender
chapiadora	f	la		doozan/es-en.data	wiktionary-gender
chapilla	f	la		doozan/es-en.data	wiktionary-gender
chapista	mf	el/la		doozan/es-en.data	wiktionary-gender
chapistería	f	la		doozan/es-en.data	wiktionary-gender
chapita	f	la		doozan/es-en.data	wiktionary-gender
chapitel	m	el		doozan/es-en.data	wiktionary-gender
chapo	m	el	chapa	doozan/es-en.data	meta-f=+
chapolín	m	el		doozan/es-en.data	wiktionary-gender
chapopote	m	el		doozan/es-en.data	wiktionary-gender
chapote	m	el		doozan/es-en.data	wiktionary-gender
chapoteadero	m	el		doozan/es-en.data	wiktionary-gender
chapoteo	m	el		doozan/es-en.data	wiktionary-gender
chapucero	m	el	chapucera	doozan/es-en.data	meta-f=+
chapucería	f	la		doozan/es-en.data	wiktionary-gender
chapulín	m	el		doozan/es-en.data	wiktionary-gender
chapupa	f	la		doozan/es-en.data	wiktionary-gender
chapuz	m	el		doozan/es-en.data	wiktionary-gender
chapuza	f	la		doozan/es-en.data	wiktionary-gender
chapuzón	m	el		doozan/es-en.data	wiktionary-gender
chapín	m	el		doozan/es-en.data	wiktionary-gender
chapón	m	el		doozan/es-en.data	meta-f=+
chaque	m	el		doozan/es-en.data	wiktionary-gender
chaquehue	m	el		doozan/es-en.data	wiktionary-gender
chaquense	mf	el/la		doozan/es-en.data	wiktionary-gender
chaqueo	m	el		doozan/es-en.data	wiktionary-gender
chaqueta	f	la		doozan/es-en.data	wiktionary-gender
chaquete	m	el		doozan/es-en.data	wiktionary-gender
chaquetero	m	el	chaquetera	doozan/es-en.data	meta-f=+
chaquetilla	f	la		doozan/es-en.data	wiktionary-gender
chaquetita	f	la		doozan/es-en.data	wiktionary-gender
chaquetón	m	el		doozan/es-en.data	wiktionary-gender
chaqueño	m	el	chaqueña	doozan/es-en.data	meta-f=+
chaquira	f	la		doozan/es-en.data	wiktionary-gender
chaquiro	m	el		doozan/es-en.data	wiktionary-gender
chaquiste	m	el		doozan/es-en.data	wiktionary-gender
chaquiñán	m	el		doozan/es-en.data	wiktionary-gender
chaqué	m	el		doozan/es-en.data	wiktionary-gender
chara	f	la		doozan/es-en.data	wiktionary-gender
charabón	m	el		doozan/es-en.data	wiktionary-gender
charada	f	la		doozan/es-en.data	wiktionary-gender
charahuesca	f	la		doozan/es-en.data	wiktionary-gender
charal	m	el		doozan/es-en.data	wiktionary-gender
charaleño	m	el	charaleña	doozan/es-en.data	meta-f=+
charamico	m	el		doozan/es-en.data	wiktionary-gender
charamita	f	la		doozan/es-en.data	wiktionary-gender
charamusca	f	la		doozan/es-en.data	wiktionary-gender
charanda	f	la		doozan/es-en.data	wiktionary-gender
charanga	f	la		doozan/es-en.data	wiktionary-gender
charango	m	el		doozan/es-en.data	wiktionary-gender
charanguista	mf	el/la		doozan/es-en.data	wiktionary-gender
charangón	m	el		doozan/es-en.data	wiktionary-gender
charapa	mf	el/la		doozan/es-en.data	wiktionary-gender
charapita	mf	el/la		doozan/es-en.data	wiktionary-gender
charbono	m	el		doozan/es-en.data	wiktionary-gender
charca	f	la		doozan/es-en.data	wiktionary-gender
charcha	f	la		doozan/es-en.data	wiktionary-gender
charcheta	f	la		doozan/es-en.data	wiktionary-gender
charco	m	el		doozan/es-en.data	wiktionary-gender
charcutero	m	el	charcutera	doozan/es-en.data	meta-f=+
charcutería	f	la		doozan/es-en.data	wiktionary-gender
chardonnay	m	el		doozan/es-en.data	wiktionary-gender
charera	f	la		doozan/es-en.data	wiktionary-gender
charichuela	f	la		doozan/es-en.data	wiktionary-gender
charla	f	la		doozan/es-en.data	wiktionary-gender
charlatanería	f	la		doozan/es-en.data	wiktionary-gender
charlatanismo	m	el		doozan/es-en.data	wiktionary-gender
charlatán	m	el		doozan/es-en.data	meta-f=+
charles	m	el		doozan/es-en.data	wiktionary-gender
charleston	m	el		doozan/es-en.data	wiktionary-gender
charlestoniano	m	el	charlestoniana	doozan/es-en.data	meta-f=+
charlestón	m	el		doozan/es-en.data	wiktionary-gender
charleta	f	la		doozan/es-en.data	wiktionary-gender
charlista	mf	el/la		doozan/es-en.data	wiktionary-gender
charloteo	m	el		doozan/es-en.data	wiktionary-gender
charnego	m	el	charnega	doozan/es-en.data	meta-f=+
charnel	m	el		doozan/es-en.data	wiktionary-gender
charnela	f	la		doozan/es-en.data	wiktionary-gender
charo	f	la		doozan/es-en.data	wiktionary-gender
charocracia	f	la		doozan/es-en.data	wiktionary-gender
charol	m	el		doozan/es-en.data	wiktionary-gender
charola	f	la		doozan/es-en.data	wiktionary-gender
charpa	f	la		doozan/es-en.data	wiktionary-gender
charpe	m	el		doozan/es-en.data	wiktionary-gender
charque	m	el		doozan/es-en.data	wiktionary-gender
charqui	m	el		doozan/es-en.data	wiktionary-gender
charquicán	m	el		doozan/es-en.data	wiktionary-gender
charquito	m	el		doozan/es-en.data	wiktionary-gender
charral	m	el		doozan/es-en.data	wiktionary-gender
charralero	m	el	charralera	doozan/es-en.data	meta-f=+
charranada	f	la		doozan/es-en.data	wiktionary-gender
charrancito	m	el		doozan/es-en.data	wiktionary-gender
charrasca	f	la		doozan/es-en.data	wiktionary-gender
charrasqueo	m	el		doozan/es-en.data	wiktionary-gender
charreada	f	la		doozan/es-en.data	wiktionary-gender
charrería	f	la		doozan/es-en.data	wiktionary-gender
charretera	f	la		doozan/es-en.data	wiktionary-gender
charrito	m	el		doozan/es-en.data	wiktionary-gender
charro	m	el	charra	doozan/es-en.data	meta-f=+
charrán	m	el		doozan/es-en.data	wiktionary-gender
charrúa	mf	el/la		doozan/es-en.data	wiktionary-gender
chart	m	el		doozan/es-en.data	wiktionary-gender
chartalismo	m	el		doozan/es-en.data	wiktionary-gender
charter	m	el		doozan/es-en.data	wiktionary-gender
charón	m	el		doozan/es-en.data	wiktionary-gender
chascarrillo	m	el		doozan/es-en.data	wiktionary-gender
chascarro	m	el		doozan/es-en.data	wiktionary-gender
chasco	m	el		doozan/es-en.data	wiktionary-gender
chashu	m	el		doozan/es-en.data	wiktionary-gender
chasis	m	el		doozan/es-en.data	wiktionary-gender
chasista	mf	el/la		doozan/es-en.data	wiktionary-gender
chasmosaurínido	m	el		doozan/es-en.data	wiktionary-gender
chasqui	m	el		doozan/es-en.data	wiktionary-gender
chasquibum	m	el		doozan/es-en.data	wiktionary-gender
chasquido	m	el		doozan/es-en.data	wiktionary-gender
chasís	m	el		doozan/es-en.data	wiktionary-gender
chat	m	el		doozan/es-en.data	wiktionary-gender
chata	f	la		doozan/es-en.data	wiktionary-gender
chatarra	f	la		doozan/es-en.data	wiktionary-gender
chatarrera	f	la		doozan/es-en.data	wiktionary-gender
chatarrero	m	el	chatarrera	doozan/es-en.data	meta-f=+
chatarrería	f	la		doozan/es-en.data	wiktionary-gender
chatarrización	f	la		doozan/es-en.data	wiktionary-gender
chatbot	m	el		doozan/es-en.data	wiktionary-gender
chateo	m	el		doozan/es-en.data	wiktionary-gender
chati	f	la		doozan/es-en.data	wiktionary-gender
chatino	m	el	chatina	doozan/es-en.data	meta-f=+
chatney	m	el		doozan/es-en.data	wiktionary-gender
chatni	m	el		doozan/es-en.data	wiktionary-gender
chatría	m	el		doozan/es-en.data	wiktionary-gender
chatura	f	la		doozan/es-en.data	wiktionary-gender
chaturanga	f	la		doozan/es-en.data	wiktionary-gender
chaty	m	el		doozan/es-en.data	wiktionary-gender
chaucha	f	la		doozan/es-en.data	wiktionary-gender
chauchero	m	el		doozan/es-en.data	wiktionary-gender
chaufa	m	el		doozan/es-en.data	wiktionary-gender
chauffeur	mf	el/la		doozan/es-en.data	wiktionary-gender
chaulafan	m	el		doozan/es-en.data	wiktionary-gender
chaulafán	m	el		doozan/es-en.data	wiktionary-gender
chaura	f	la		doozan/es-en.data	wiktionary-gender
chauvinismo	m	el		doozan/es-en.data	wiktionary-gender
chauz	m	el		doozan/es-en.data	wiktionary-gender
chava	f	la	chavo	doozan/es-en.data	meta-m=+
chaval	m	el	chavala	doozan/es-en.data	meta-f=explicit
chavalada	f	la		doozan/es-en.data	wiktionary-gender
chavalería	f	la		doozan/es-en.data	wiktionary-gender
chavalilla	f	la		doozan/es-en.data	wiktionary-gender
chavalillo	m	el		doozan/es-en.data	wiktionary-gender
chavalito	m	el	chavalita	doozan/es-en.data	meta-f=+
chavalo	m	el	chavala	doozan/es-en.data	meta-f=+
chavalote	m	el		doozan/es-en.data	wiktionary-gender
chavalín	m	el		doozan/es-en.data	wiktionary-gender
chaveta	f	la		doozan/es-en.data	wiktionary-gender
chavetazo	m	el		doozan/es-en.data	wiktionary-gender
chavetero	m	el		doozan/es-en.data	wiktionary-gender
chavismo	m	el		doozan/es-en.data	wiktionary-gender
chavista	mf	el/la		doozan/es-en.data	wiktionary-gender
chavito	m	el	chavita	doozan/es-en.data	meta-f=+
chaviza	f	la		doozan/es-en.data	wiktionary-gender
chavo	m	el	chava	doozan/es-en.data	meta-f=+
chavomadurismo	m	el		doozan/es-en.data	wiktionary-gender
chavorruco	m	el	chavorruca	doozan/es-en.data	meta-f=+
chavín	m	el		doozan/es-en.data	meta-f=+
chaya	f	la		doozan/es-en.data	wiktionary-gender
chayota	f	la		doozan/es-en.data	wiktionary-gender
chayote	m	el		doozan/es-en.data	wiktionary-gender
chayotera	f	la		doozan/es-en.data	wiktionary-gender
chañar	m	el		doozan/es-en.data	wiktionary-gender
chañaralino	m	el	chañaralina	doozan/es-en.data	meta-f=+
che	f	la		doozan/es-en.data	wiktionary-gender
chebrón	m	el		doozan/es-en.data	wiktionary-gender
checal	m	el		doozan/es-en.data	wiktionary-gender
checheno	m	el	chechena	doozan/es-en.data	meta-f=+
chechén	m	el		doozan/es-en.data	wiktionary-gender
check	m	el		doozan/es-en.data	wiktionary-gender
check-in	m	el		doozan/es-en.data	wiktionary-gender
checkin	m	el		doozan/es-en.data	wiktionary-gender
checkout	m	el		doozan/es-en.data	wiktionary-gender
checo	m	el	checa	doozan/es-en.data	meta-f=+
checoeslovaco	m	el	checoeslovaca	doozan/es-en.data	meta-f=+
checonato	m	el		doozan/es-en.data	wiktionary-gender
checoslovaco	m	el	checoslovaca	doozan/es-en.data	meta-f=+
cheddar	m	el		doozan/es-en.data	wiktionary-gender
cheerleader	mf	el/la		doozan/es-en.data	wiktionary-gender
cheescake	m	el		doozan/es-en.data	wiktionary-gender
cheesecake	m	el		doozan/es-en.data	wiktionary-gender
chef	mf	el/la		doozan/es-en.data	wiktionary-gender
cheff	mf	el/la		doozan/es-en.data	wiktionary-gender
cheflera	f	la		doozan/es-en.data	wiktionary-gender
cheje	m	el		doozan/es-en.data	wiktionary-gender
chek	m	el		doozan/es-en.data	wiktionary-gender
chekeré	m	el		doozan/es-en.data	wiktionary-gender
chekismo	m	el		doozan/es-en.data	wiktionary-gender
chekista	mf	el/la		doozan/es-en.data	wiktionary-gender
chela	f	la		doozan/es-en.data	wiktionary-gender
chelada	f	la		doozan/es-en.data	wiktionary-gender
chele	m	el		doozan/es-en.data	wiktionary-gender
chelia	f	la		doozan/es-en.data	wiktionary-gender
chelista	mf	el/la		doozan/es-en.data	wiktionary-gender
chelito	m	el	chelita	doozan/es-en.data	meta-f=+
chelo	m	el	chela	doozan/es-en.data	meta-f=+
chelín	m	el		doozan/es-en.data	wiktionary-gender
chema	f	la		doozan/es-en.data	wiktionary-gender
chemi	f	la		doozan/es-en.data	wiktionary-gender
chenchena	f	la		doozan/es-en.data	wiktionary-gender
chenchén	m	el		doozan/es-en.data	wiktionary-gender
chenga	f	la		doozan/es-en.data	wiktionary-gender
chengyu	m	el		doozan/es-en.data	wiktionary-gender
chenilla	f	la		doozan/es-en.data	wiktionary-gender
chenque	m	el		doozan/es-en.data	wiktionary-gender
chepa	f	la		doozan/es-en.data	wiktionary-gender
chepano	m	el	chepana	doozan/es-en.data	meta-f=+
chepe	f	la		doozan/es-en.data	wiktionary-gender
chepeño	m	el		doozan/es-en.data	wiktionary-gender
chepi	m	el		doozan/es-en.data	wiktionary-gender
chepiche	m	el		doozan/es-en.data	wiktionary-gender
chepito	m	el		doozan/es-en.data	wiktionary-gender
cheque	m	el		doozan/es-en.data	wiktionary-gender
chequeo	m	el		doozan/es-en.data	wiktionary-gender
chequera	f	la		doozan/es-en.data	wiktionary-gender
